Season,WOLDiff,WLKDiff,SAGDiff,RPIDiff,POMDiff,MORDiff,DOLDiff,COLDiff,SeedDiff,Team1,Team2
2009,1,1,2,2,9,17,1,2,1,1277,1257
2009,-5,-7,-8,-2,-15,-18,-7,-6,-1,1314,1328
2009,6,5,4,-2,10,13,4,3,1,1277,1163
2009,-6,-12,-15,-10,-17,-11,-9,-7,-2,1314,1437
2009,4,6,6,3,11,16,6,5,1,1277,1314
2010,49,28,29,23,26,70,29,37,0,1115,1457
2010,78,65,98,61,90,101,85,76,11,1358,1124
2010,19,22,11,26,8,14,23,20,7,1431,1139
2010,-39,-43,-39,-33,-42,-26,-42,-37,-3,1140,1196
2010,186,170,203,151,178,148,186,165,15,1250,1242
2010,103,127,148,98,160,149,114,104,13,1317,1243
2010,-149,-148,-152,-119,-136,-180,-161,-159,-15,1246,1190
2010,-20,-19,-34,-31,-21,-46,-24,-40,-9,1435,1293
2010,90,81,79,87,58,76,97,91,11,1285,1307
2010,21,24,13,31,5,2,17,18,-1,1424,1320
2010,105,82,101,88,89,94,110,94,11,1325,1207
2010,-1,3,-4,22,5,-26,1,-6,-5,1323,1330
2010,5,3,-11,10,-5,-4,1,2,3,1388,1350
2010,12,10,19,4,5,21,23,16,5,1361,1397
2010,-153,-156,-181,-118,-173,-142,-149,-138,-13,1437,1352
2010,23,26,32,10,33,28,18,22,1,1448,1400
2010,21,18,18,-9,1,-20,10,-6,5,1449,1266
2010,3,16,8,17,25,18,14,8,1,1257,1143
2010,-14,-39,-36,-38,-48,-35,-24,-42,-7,1396,1165
2010,-217,-208,-237,-180,-237,-267,-231,-210,-15,1181,1115
2010,14,-4,-4,1,-17,-6,2,12,3,1210,1329
2010,-9,6,9,-6,37,35,4,-10,-1,1211,1199
2010,-99,-92,-85,-86,-75,-64,-83,-96,-9,1268,1222
2010,34,52,73,23,91,81,54,49,7,1308,1277
2010,5,-3,7,-10,-5,-6,-5,-3,-3,1155,1281
2010,80,99,114,72,148,153,104,79,13,1364,1326
2010,42,53,83,37,111,97,53,58,11,1324,1338
2010,24,27,43,15,45,48,39,35,9,1373,1345
2010,-109,-109,-142,-113,-124,-109,-125,-125,-15,1393,1436
2010,27,10,23,17,-3,7,40,21,7,1429,1401
2010,101,105,139,99,141,172,114,113,13,1288,1452
2010,40,47,68,48,84,93,58,45,9,1459,1458
2010,42,35,28,43,3,-10,18,41,5,1278,1462
2010,27,20,35,18,21,36,33,27,8,1330,1124
2010,-31,-31,-39,-45,-31,-51,-36,-48,-8,1139,1293
2010,-3,-5,-3,-17,2,-6,-7,-11,-5,1243,1140
2010,-44,-47,-41,-37,-44,-54,-37,-44,-8,1246,1448
2010,-18,-20,-30,-16,-30,-40,-24,-14,-8,1242,1320
2010,-18,-23,-23,-24,-28,-33,-21,-17,-8,1437,1388
2010,-102,-69,-93,-81,-65,-74,-109,-90,-8,1397,1325
2010,45,24,19,31,-18,-47,30,22,8,1449,1307
2010,-8,30,38,25,63,65,19,27,8,1165,1458
2010,40,21,27,17,13,13,33,24,7,1143,1181
2010,5,14,10,4,14,8,1,3,1,1277,1268
2010,29,30,20,11,23,28,26,29,8,1210,1326
2010,-5,-9,-7,3,-10,-2,-9,-11,-1,1345,1401
2010,23,37,32,31,51,54,23,25,7,1211,1393
2010,32,29,16,40,13,19,33,38,8,1281,1452
2010,5,-2,-2,4,-8,3,6,7,3,1462,1338
2010,-10,-11,-19,-7,-21,-18,-8,-8,-4,1393,1139
2010,-13,-9,-12,-13,-13,-15,-21,-15,-4,1243,1462
2010,-18,-44,-48,-44,-60,-66,-35,-47,-11,1246,1165
2010,-48,-38,-37,-37,-21,-3,-36,-26,-9,1452,1449
2010,15,16,22,26,31,38,20,14,7,1388,1124
2010,5,9,8,13,12,15,3,4,3,1345,1181
2010,-11,-7,6,-11,8,23,5,-11,4,1320,1277
2010,-1,12,7,-8,31,24,9,-2,4,1397,1326
2010,-5,-8,-16,-6,-17,-16,-5,-5,-3,1243,1139
2010,-2,-2,-1,-2,-2,-5,-3,-2,-1,1246,1452
2010,7,11,6,6,11,9,7,8,2,1124,1181
2010,-13,-6,-6,-14,11,9,-3,-10,1,1397,1277
2010,-17,-13,-3,-16,2,6,-8,-15,0,1139,1277
2010,-1,3,3,1,7,7,2,-1,1,1452,1181
2010,8,13,20,9,25,22,9,6,4,1139,1181
2011,12,-13,-11,26,-32,-46,-7,14,0,1155,1412
2011,48,83,52,41,67,45,12,25,0,1114,1421
2011,77,67,89,63,76,68,107,62,0,1106,1427
2011,-30,-4,15,-18,40,36,10,-16,0,1433,1425
2011,26,14,7,13,2,-4,31,23,-1,1139,1330
2011,-91,-84,-91,-104,-73,-61,-102,-101,-11,1140,1459
2011,-15,-24,-11,-1,-11,-10,-12,-14,-5,1153,1281
2011,60,55,74,65,73,95,75,75,11,1137,1163
2011,164,136,126,149,106,119,122,157,13,1364,1196
2011,-22,-12,-18,-30,8,-2,-19,-29,-5,1385,1211
2011,-16,-14,-4,-8,-13,13,-10,-11,7,1429,1243
2011,17,38,64,33,80,111,43,34,9,1343,1246
2011,76,73,95,60,83,97,81,88,9,1287,1257
2011,-140,-123,-150,-137,-138,-147,-169,-155,-15,1338,1421
2011,-7,-5,6,14,14,7,4,2,7,1350,1435
2011,-118,-102,-121,-96,-116,-139,-117,-127,-13,1361,1294
2011,-18,-12,-13,-9,-1,18,-14,-12,-3,1396,1336
2011,10,2,10,-1,12,20,8,-11,-3,1417,1277
2011,31,19,23,36,3,3,23,28,7,1155,1452
2011,12,7,23,35,9,30,21,26,9,1125,1458
2011,14,44,45,9,60,58,31,15,7,1272,1112
2011,117,147,175,149,209,219,163,125,15,1214,1181
2011,-19,-3,-11,-26,3,-1,-20,-16,-3,1401,1199
2011,10,10,-7,14,2,-5,-7,6,1,1437,1206
2011,21,10,7,23,-2,-12,13,20,1,1228,1424
2011,-136,-133,-164,-128,-166,-149,-162,-136,-15,1242,1131
2011,-6,-7,6,-42,4,-11,-15,-36,-5,1462,1266
2011,17,8,13,-18,15,33,20,6,1,1397,1276
2011,48,51,83,69,107,131,66,56,13,1254,1314
2011,-107,-105,-119,-98,-113,-103,-118,-98,-13,1323,1103
2011,197,203,218,192,218,221,192,202,15,1427,1326
2011,-92,-90,-119,-80,-102,-92,-108,-105,-11,1345,1389
2011,-99,-90,-102,-66,-98,-89,-92,-90,-11,1393,1232
2011,-44,-32,-49,-42,-65,-67,-39,-65,-9,1400,1324
2011,-38,-36,-61,-36,-53,-38,-53,-43,-5,1207,1433
2011,-7,-29,-26,-15,-42,-41,-19,-9,-3,1449,1208
2011,39,34,41,23,49,44,52,36,7,1139,1338
2011,44,33,35,51,14,9,38,48,8,1211,1140
2011,-11,-4,-3,-22,-6,-5,-10,-10,-3,1163,1153
2011,36,33,29,36,34,34,21,26,5,1417,1196
2011,-4,-8,-7,-14,-14,-12,-5,-9,-1,1246,1452
2011,-64,-60,-72,-36,-49,-68,-64,-73,-1,1350,1287
2011,-23,-25,-28,-27,-32,-34,-22,-24,-5,1361,1396
2011,-13,-19,-14,-7,-20,-9,-11,-14,-1,1458,1243
2011,13,12,15,8,21,25,4,7,1,1112,1400
2011,34,42,35,48,38,23,33,36,7,1276,1181
2011,-43,-33,-36,-46,-32,-30,-37,-38,-8,1323,1199
2011,39,33,25,47,17,17,34,43,8,1228,1242
2011,28,21,19,46,22,29,31,49,8,1266,1393
2011,-31,-20,-11,-26,-1,-3,-20,-25,-5,1314,1449
2011,22,20,30,22,25,45,39,24,7,1206,1326
2011,44,47,68,37,76,70,64,46,8,1433,1345
2011,-19,-20,-19,-15,-23,-31,-11,-15,-4,1181,1112
2011,-31,-23,-35,-17,-45,-35,-45,-24,-4,1458,1139
2011,6,8,10,11,11,3,7,8,1,1163,1361
2011,10,9,12,3,6,-1,10,4,-1,1196,1140
2011,-26,-25,-34,-40,-43,-35,-33,-29,-11,1242,1350
2011,-17,-9,-11,-5,-6,-5,-15,-12,-3,1326,1246
2011,-24,-24,-14,-58,-19,-22,-34,-50,-9,1314,1266
2011,5,16,33,-6,42,43,30,14,1,1433,1199
2011,-32,-22,-28,-25,-35,-32,-41,-31,-6,1196,1139
2011,-16,-10,-8,-5,-8,-19,-5,-8,-2,1163,1112
2011,-5,-1,3,-1,7,6,-7,-6,-2,1314,1246
2011,51,53,75,48,81,77,70,58,10,1433,1242
2011,8,17,31,16,30,32,14,18,3,1433,1139
2011,-10,3,2,7,10,8,-6,-3,-1,1163,1246
2011,-38,-25,-32,-19,-37,-34,-48,-30,-5,1163,1139
2012,-13,-1,-13,5,-12,-14,-8,-15,0,1140,1233
2012,-36,36,31,-45,65,101,-15,-17,0,1290,1443
2012,12,18,39,15,39,9,21,18,0,1378,1143
2012,24,35,32,27,15,1,17,20,0,1436,1249
2012,-46,-55,-47,-35,-43,-49,-60,-54,-11,1124,1355
2012,-49,-47,-56,-44,-42,-31,-37,-37,-5,1424,1160
2012,-41,-9,-8,-32,-10,-8,-28,-23,-3,1211,1452
2012,66,53,54,42,52,55,63,53,9,1308,1231
2012,-12,-8,-5,1,-8,5,-18,-9,-1,1235,1163
2012,3,43,35,-27,52,72,9,-6,1,1379,1243
2012,-187,-185,-201,-187,-190,-180,-188,-178,-15,1246,1443
2012,-45,-39,-53,-50,-48,-63,-45,-56,-9,1257,1172
2012,28,35,24,36,30,33,40,35,11,1140,1266
2012,-50,-31,-36,-7,-27,4,-55,-35,-5,1293,1161
2012,17,24,25,7,23,41,21,43,7,1253,1307
2012,76,125,131,71,126,131,79,81,13,1259,1326
2012,120,102,120,103,113,87,108,114,15,1421,1393
2012,-16,-33,-40,-26,-37,-45,-18,-24,-7,1455,1433
2012,-2,32,23,16,23,62,9,12,7,1217,1435
2012,66,89,89,51,88,91,70,60,9,1285,1458
2012,16,2,-7,8,-3,22,6,16,5,1400,1153
2012,-27,-4,-4,-12,5,-1,-24,-21,-1,1166,1104
2012,6,10,9,23,7,12,10,12,3,1438,1196
2012,-53,-40,-40,-61,-30,-36,-54,-60,-11,1199,1382
2012,-27,-18,-19,-43,-11,-18,-26,-47,-11,1207,1125
2012,105,110,115,119,111,74,118,112,13,1178,1242
2012,62,78,81,86,66,99,75,93,13,1250,1181
2012,89,141,156,77,161,139,95,98,15,1254,1277
2012,-30,4,1,-23,11,26,-26,-17,-5,1361,1301
2012,-124,-180,-175,-118,-207,-229,-123,-110,-13,1281,1313
2012,-140,-133,-141,-131,-113,-132,-143,-146,-15,1314,1436
2012,30,38,49,33,46,58,40,37,9,1325,1276
2012,19,-7,-7,19,-20,-25,9,10,3,1345,1388
2012,32,22,34,32,32,5,40,37,7,1378,1396
2012,-26,-12,-6,-15,-6,-21,-6,-8,-1,1272,1387
2012,21,14,13,2,17,31,16,13,3,1462,1323
2012,-66,-68,-68,-54,-61,-50,-54,-55,-8,1124,1160
2012,-21,-35,-41,-21,-36,-46,-21,-18,-8,1231,1433
2012,-32,-26,-31,-31,-28,-30,-30,-29,-7,1246,1235
2012,4,3,-2,13,-7,4,4,11,1,1307,1257
2012,8,-28,-25,-13,-31,-63,2,-4,-3,1266,1293
2012,17,26,28,18,30,23,21,16,5,1211,1326
2012,29,17,17,47,14,17,27,35,7,1243,1393
2012,-11,-3,-12,4,-10,1,-9,-2,-1,1458,1435
2012,11,11,13,31,10,6,16,17,3,1153,1199
2012,-98,-171,-165,-98,-195,-214,-99,-91,-8,1196,1313
2012,31,25,24,41,20,11,28,33,8,1345,1242
2012,42,20,16,28,12,24,25,23,8,1387,1277
2012,-32,-23,-31,-34,-31,-4,-30,-24,-8,1207,1301
2012,-9,-17,-19,-20,-30,-31,-12,-10,-7,1314,1166
2012,-17,11,2,-6,5,31,-10,-6,1,1325,1378
2012,14,34,37,50,25,53,31,47,5,1250,1462
2012,-17,-2,-2,-21,-1,-6,-14,-16,-4,1266,1196
2012,10,14,15,11,17,11,12,7,3,1257,1277
2012,22,28,32,35,29,20,28,24,4,1153,1326
2012,-13,-7,-3,-22,2,-6,-12,-18,-3,1393,1458
2012,47,40,43,33,44,42,43,41,7,1462,1124
2012,-46,-35,-41,-43,-39,-23,-42,-36,-9,1242,1301
2012,10,7,8,15,10,6,11,15,3,1231,1246
2012,-38,-58,-66,-42,-66,-74,-46,-50,-12,1314,1325
2012,-12,1,1,-16,1,-9,-10,-14,-3,1257,1196
2012,6,-3,-3,6,-6,-5,5,7,1,1326,1393
2012,1,2,-2,2,-1,4,2,3,1,1242,1314
2012,9,12,11,6,13,15,8,7,2,1124,1246
2012,2,-4,-2,1,-2,-7,1,2,0,1326,1242
2012,-16,-16,-17,-12,-19,-10,-16,-10,-3,1246,1257
2012,5,5,3,4,3,5,5,4,1,1242,1246
2013,80,41,18,74,25,3,57,71,0,1251,1299
2013,3,12,19,-1,10,30,13,5,0,1292,1388
2013,12,1,6,3,-6,21,-25,6,0,1241,1254
2013,1,3,-1,2,8,-11,8,3,0,1247,1129
2013,-18,-24,-27,-3,-27,-19,-30,-32,-5,1112,1125
2013,29,19,28,29,10,38,20,32,5,1137,1139
2013,-30,-27,-17,-30,-22,-26,-16,-26,-7,1424,1143
2013,25,-5,-20,15,-6,-23,8,22,1,1281,1161
2013,183,175,208,174,166,266,182,179,15,1380,1211
2013,89,91,88,90,91,70,82,100,11,1217,1307
2013,-217,-222,-241,-210,-224,-233,-219,-219,-15,1257,1299
2013,47,47,42,48,34,19,54,57,11,1172,1266
2013,16,6,7,17,-17,-1,12,18,5,1388,1272
2013,65,102,82,42,91,85,82,74,9,1355,1276
2013,-43,-54,-57,-49,-56,-59,-51,-46,-11,1277,1434
2013,11,19,29,20,23,27,7,6,7,1332,1329
2013,53,59,64,39,64,73,48,52,9,1308,1387
2013,71,126,120,60,132,137,64,75,9,1285,1393
2013,25,36,36,18,33,44,15,23,7,1103,1433
2013,15,17,32,-6,26,23,9,6,1,1455,1338
2013,-14,-21,-14,-25,-25,-14,-17,-18,-3,1166,1153
2013,104,139,160,131,141,154,114,118,13,1107,1181
2013,-106,-113,-117,-82,-114,-99,-111,-106,-13,1207,1195
2013,-68,-124,-135,-71,-132,-173,-89,-89,-11,1196,1322
2013,17,-2,8,-2,8,29,14,4,3,1160,1228
2013,177,181,167,174,176,153,164,172,15,1241,1231
2013,-24,-9,-9,-10,-6,-17,-25,-23,-3,1323,1235
2013,162,163,178,145,175,176,160,142,15,1443,1242
2013,31,28,37,27,27,19,44,31,9,1247,1243
2013,-94,-105,-116,-93,-107,-146,-85,-97,-13,1274,1334
2013,9,-11,-11,8,-21,-26,10,16,5,1278,1417
2013,-22,-20,-16,-16,-25,-20,-18,-8,-7,1458,1279
2013,-25,-30,-21,-35,-17,-14,-27,-29,-1,1314,1437
2013,-98,-83,-93,-87,-91,-87,-110,-111,-13,1326,1233
2013,-18,-14,-11,-9,-25,-2,-10,-13,-3,1361,1328
2013,-1,31,30,8,33,28,13,8,1,1396,1301
2013,-73,-92,-82,-77,-89,-54,-70,-90,-8,1112,1217
2013,-19,-28,-35,-18,-22,-39,-26,-19,-7,1257,1161
2013,-1,21,23,9,27,18,4,2,3,1139,1266
2013,16,11,15,4,10,3,21,15,1,1433,1276
2013,-2,-16,-19,-3,-29,-14,-5,-3,-3,1277,1272
2013,18,21,32,31,27,48,10,16,8,1332,1387
2013,-41,-45,-43,-39,-45,-50,-37,-31,-8,1393,1143
2013,-37,-26,-36,-31,-29,-31,-32,-29,-8,1211,1455
2013,21,11,14,24,9,13,19,21,5,1166,1181
2013,81,89,94,63,100,63,78,82,8,1195,1361
2013,21,20,27,27,22,24,22,20,8,1278,1196
2013,-29,-56,-53,-33,-65,-50,-41,-33,-8,1231,1396
2013,-25,-16,-15,-12,-20,-13,-19,-21,-7,1242,1314
2013,-2,-20,-29,2,-23,-17,-21,-11,-1,1279,1247
2013,-25,-34,-30,-36,-28,-19,-17,-32,-5,1274,1228
2013,40,30,28,35,32,33,39,41,8,1235,1326
2013,-8,-12,-8,-9,-11,-11,-5,-12,-1,1274,1266
2013,-11,-9,-18,-5,-14,-39,-13,-3,-4,1326,1112
2013,-8,-10,-11,-6,-10,-13,-10,-9,-3,1231,1393
2013,-6,-22,-15,-9,-24,-11,-22,-14,-4,1455,1247
2013,-5,-6,-1,-8,-4,-1,-5,-8,-1,1181,1277
2013,95,121,123,86,125,104,105,100,12,1195,1196
2013,-31,-38,-46,-44,-41,-57,-28,-27,-11,1257,1332
2013,7,2,7,15,3,8,3,8,3,1276,1242
2013,3,9,9,-1,12,10,3,2,-1,1266,1393
2013,-30,-24,-37,-27,-28,-32,-28,-26,-7,1326,1455
2013,3,3,6,-2,4,6,1,-1,1,1181,1257
2013,-7,5,8,13,10,7,-5,-3,1,1276,1196
2013,-36,-30,-41,-34,-31,-34,-31,-31,-8,1257,1455
2013,-3,-4,-2,6,-2,-2,-4,-4,0,1276,1393
2013,-9,-7,-10,-17,-9,-12,-8,-9,-3,1257,1276
2014,2,23,30,4,11,29,36,9,0,1291,1107
2014,12,28,19,8,-2,-12,12,14,0,1301,1462
2014,-19,-64,-79,-31,-84,-62,-58,-9,0,1142,1411
2014,-3,-1,-8,14,16,7,-12,4,0,1234,1397
2014,-16,-22,-32,-10,-23,-19,-21,-8,-3,1163,1386
2014,14,35,44,19,31,42,37,19,5,1173,1326
2014,-199,-193,-182,-184,-174,-155,-186,-210,-15,1196,1107
2014,20,11,7,25,9,12,21,28,7,1217,1153
2014,54,73,72,41,64,82,56,49,9,1264,1257
2014,-170,-175,-182,-142,-166,-158,-185,-168,-13,1276,1459
2014,56,88,98,47,93,114,64,68,9,1174,1277
2014,22,37,39,9,24,31,38,37,7,1295,1328
2014,-17,-27,-12,-3,-15,-16,-22,-18,-3,1332,1140
2014,-4,-30,-35,5,-47,-54,-8,-1,1,1338,1160
2014,73,52,57,56,51,72,77,77,9,1308,1361
2014,-42,-31,-31,-28,-20,11,-24,-35,-7,1387,1301
2014,64,93,104,50,99,95,79,64,11,1444,1393
2014,16,-2,-2,8,10,4,16,9,3,1113,1400
2014,123,149,161,126,161,166,123,126,13,1454,1437
2014,130,118,108,112,84,115,132,143,13,1110,1458
2014,167,166,170,147,170,173,166,161,15,1451,1112
2014,-25,-23,-25,-18,-15,-4,-18,-23,-5,1124,1304
2014,-106,-107,-108,-80,-106,-115,-95,-96,-11,1166,1418
2014,-15,5,5,-25,-3,1,-15,-17,-1,1211,1329
2014,-65,-82,-70,-92,-51,-72,-76,-92,-11,1235,1300
2014,99,125,137,94,116,133,113,109,13,1184,1242
2014,14,33,22,34,26,27,24,20,1,1243,1246
2014,8,-3,-5,8,-1,-18,-6,2,-1,1272,1203
2014,75,89,82,72,89,86,86,79,11,1273,1181
2014,-10,-18,-18,-15,-23,-14,-8,-7,-5,1314,1344
2014,1,51,59,39,43,96,11,25,7,1372,1433
2014,-22,-1,-2,-29,-8,-13,-18,-21,-3,1307,1390
2014,28,-15,-22,19,-39,-49,20,23,5,1397,1269
2014,69,71,56,59,47,56,84,67,9,1409,1417
2014,-199,-203,-219,-188,-218,-197,-202,-179,-15,1438,1157
2014,219,176,163,204,161,200,194,227,15,1142,1455
2014,16,24,20,17,19,10,14,22,5,1163,1437
2014,-39,-36,-39,-27,-37,-35,-47,-32,-8,1393,1173
2014,29,14,17,38,13,16,22,30,8,1338,1196
2014,-7,-33,-34,-8,-32,-48,-17,-7,-1,1257,1387
2014,16,23,29,25,22,48,16,17,5,1400,1276
2014,-18,-29,-27,-28,-23,-32,-25,-35,-8,1277,1217
2014,39,41,43,20,32,30,49,44,8,1295,1361
2014,19,14,21,22,17,23,22,20,5,1332,1458
2014,-21,-19,-20,-18,-18,-20,-19,-18,-7,1112,1211
2014,-15,-24,-18,-20,-22,-17,-10,-18,-3,1166,1124
2014,-19,-13,-14,-18,-2,1,-22,-23,-3,1235,1314
2014,-32,-5,-6,-13,-12,-14,-23,-19,-7,1455,1246
2014,-33,-28,-27,-38,-28,-28,-26,-33,-8,1242,1390
2014,-37,-72,-64,-39,-84,-79,-47,-45,-3,1397,1273
2014,5,60,67,38,37,102,26,34,8,1372,1417
2014,-30,-36,-36,-29,-36,-36,-22,-26,-7,1438,1272
2014,3,21,21,13,20,26,7,9,3,1361,1112
2014,3,22,25,2,15,15,18,2,1,1173,1390
2014,-15,-9,-12,-13,-15,-9,-16,-14,-3,1196,1417
2014,14,21,20,24,18,18,19,21,4,1124,1458
2014,11,15,11,15,3,-4,13,20,4,1163,1235
2014,-22,-14,-16,2,-15,-25,-12,-6,-4,1257,1246
2014,-43,-12,-15,-31,4,-8,-45,-35,-9,1276,1397
2014,-9,-3,-3,-10,-6,-2,-5,-3,-3,1438,1277
2014,42,51,55,42,48,54,55,39,10,1173,1196
2014,10,8,8,4,12,5,4,5,1,1458,1112
2014,4,19,16,4,16,11,7,14,3,1163,1277
2014,-23,-3,-8,-6,-2,-19,-17,-9,-6,1276,1246
2014,-18,-26,-21,-21,-23,-14,-17,-25,-6,1196,1163
2014,20,7,9,11,4,17,18,15,6,1246,1458
2014,-13,13,6,5,9,-10,-7,4,-1,1163,1246
2015,87,94,107,83,104,141,113,99,0,1214,1264
2015,20,14,15,24,13,22,19,17,0,1279,1140
2015,3,13,-3,8,-1,-14,8,20,0,1129,1173
2015,-26,-39,-40,-9,-46,-24,-54,-3,0,1316,1352
2015,-125,-201,-200,-113,-205,-265,-143,-147,-13,1112,1411
2015,-24,-68,-67,-27,-61,-94,-35,-44,-7,1116,1459
2015,-10,-2,-1,-11,3,5,-10,-11,-5,1139,1400
2015,6,9,17,-18,-15,18,17,-3,-1,1153,1345
2015,-45,-112,-101,-49,-114,-158,-73,-73,-9,1207,1186
2015,58,66,64,43,56,73,78,79,11,1209,1124
2015,-251,-248,-265,-250,-249,-239,-266,-256,-15,1246,1214
2015,5,4,11,18,5,25,4,-1,1,1261,1301
2015,-52,-72,-76,-41,-62,-70,-56,-49,-9,1314,1217
2015,89,108,115,70,110,131,91,88,11,1318,1323
2015,11,-13,-14,25,-9,-25,2,13,3,1326,1433
2015,-136,-136,-133,-120,-108,-118,-137,-129,-11,1235,1412
2015,31,10,18,36,22,4,22,35,5,1417,1374
2015,-4,-43,-29,-14,-27,-60,-19,-19,-7,1428,1372
2015,-136,-162,-170,-120,-190,-188,-159,-128,-15,1437,1248
2015,26,21,25,30,18,18,20,21,5,1279,1462
2015,13,17,20,10,12,41,13,4,5,1173,1344
2015,-169,-171,-178,-165,-166,-160,-192,-159,-15,1181,1352
2015,-101,-157,-147,-84,-145,-150,-114,-106,-13,1211,1295
2015,5,-4,-6,8,-8,-20,-2,5,-3,1234,1172
2015,-109,-106,-96,-100,-77,-96,-123,-119,-13,1242,1308
2015,-90,-88,-82,-67,-76,-90,-98,-92,-9,1257,1414
2015,32,45,40,37,30,55,38,36,9,1434,1268
2015,13,19,21,15,19,25,9,9,3,1208,1277
2015,-47,-78,-76,-57,-90,-66,-54,-54,-7,1320,1461
2015,77,119,117,81,123,133,86,82,11,1107,1328
2015,-16,4,10,-22,9,-13,-12,-20,-1,1332,1329
2015,-2,-1,-3,-18,-15,-13,7,1,-1,1361,1385
2015,112,130,147,98,145,125,127,116,13,1125,1438
2015,30,38,40,4,29,42,40,35,7,1138,1452
2015,39,25,22,44,39,17,30,36,3,1231,1455
2015,119,131,143,126,145,161,143,141,15,1157,1458
2015,-26,-15,-13,-35,-19,-15,-20,-28,-8,1112,1326
2015,51,49,49,36,33,49,58,42,7,1153,1246
2015,-38,-29,-26,-37,-33,-18,-38,-38,-7,1437,1301
2015,3,14,16,9,13,17,6,4,1,1116,1314
2015,-19,-9,-12,-15,-13,-17,-14,-18,-3,1323,1139
2015,-98,-106,-97,-81,-80,-102,-103,-88,-3,1417,1412
2015,-6,-8,-11,-6,-14,-16,-1,1,1,1428,1207
2015,39,56,52,23,45,59,58,58,8,1209,1462
2015,-26,-34,-30,-20,-20,-35,-32,-25,-7,1181,1361
2015,28,18,17,35,18,8,23,28,5,1234,1211
2015,3,-13,-7,7,6,-18,2,2,-1,1257,1320
2015,22,10,13,16,13,8,21,22,5,1277,1438
2015,-19,-30,-35,-14,-31,-50,-24,-9,-8,1328,1173
2015,10,-8,-8,11,-8,-1,8,9,1,1452,1268
2015,-5,-13,-8,-14,-3,-4,-7,-10,-5,1242,1455
2015,-23,-35,-42,-23,-43,-40,-22,-22,-7,1458,1332
2015,28,22,22,25,24,31,28,27,4,1462,1112
2015,20,18,18,23,24,27,17,19,4,1452,1246
2015,6,10,10,1,4,11,8,8,4,1455,1323
2015,10,6,7,7,13,4,9,11,3,1314,1458
2015,-16,-5,-7,-13,-1,-5,-15,-18,-4,1181,1428
2015,-44,-35,-40,-40,-35,-18,-39,-43,-9,1211,1417
2015,27,18,17,18,20,9,26,25,4,1301,1257
2015,-8,-3,-3,-5,-8,-2,-7,-7,-4,1328,1277
2015,7,10,7,15,9,6,7,8,2,1323,1246
2015,-2,1,-2,-1,1,2,-3,-3,-1,1458,1112
2015,-2,-2,-2,-2,1,-4,-1,-3,-1,1181,1211
2015,-12,-1,-1,-2,1,-1,-10,-11,-3,1257,1277
2015,-21,-11,-11,-17,-10,-9,-19,-21,-6,1181,1277
2015,4,2,1,3,2,1,3,2,0,1458,1246
2015,1,-2,-3,-2,-4,-2,-1,-2,0,1458,1181
2016,20,72,85,-9,89,48,49,42,0,1192,1195
2016,18,-2,-2,13,15,10,2,12,0,1435,1455
2016,55,57,26,62,42,-54,66,54,0,1221,1380
2016,-29,-13,-29,-1,-2,-28,-25,-16,0,1276,1409
2016,-9,-57,-62,-32,-37,-103,-25,-27,-7,1345,1114
2016,1,7,16,-20,2,24,-3,-2,-1,1403,1139
2016,9,-21,-21,6,-30,-23,-7,10,1,1163,1160
2016,-26,-63,-73,-25,-52,-85,-48,-28,-9,1181,1423
2016,-26,-2,7,-25,-2,7,-7,-24,-5,1371,1211
2016,-9,-81,-98,-26,-93,-114,-35,-28,-7,1231,1151
2016,81,84,76,55,54,52,78,76,9,1233,1235
2016,190,210,217,188,210,227,208,209,15,1122,1242
2016,53,85,88,48,84,100,73,72,9,1392,1246
2016,-99,-120,-120,-82,-117,-96,-119,-97,-11,1274,1138
2016,-199,-181,-178,-208,-170,-196,-192,-178,-15,1314,1195
2016,17,-3,-1,12,3,3,14,14,-1,1425,1344
2016,-58,-82,-74,-58,-76,-78,-62,-57,-11,1428,1201
2016,164,233,231,151,220,232,179,161,15,1214,1438
2016,35,10,13,22,-4,7,26,29,5,1455,1112
2016,-38,-30,-32,-18,-14,-28,-35,-49,-7,1124,1463
2016,19,50,42,64,40,63,26,30,9,1218,1143
2016,-20,-60,-66,-30,-66,-55,-21,-27,-3,1234,1396
2016,-34,-63,-66,-13,-57,-90,-60,-31,-7,1268,1355
2016,93,130,114,67,120,115,95,87,13,1292,1277
2016,64,57,42,43,47,29,61,60,5,1320,1400
2016,11,20,2,25,17,8,7,17,5,1276,1323
2016,-104,-103,-107,-112,-87,-119,-108,-114,-13,1328,1167
2016,245,274,253,246,259,218,260,257,15,1221,1332
2016,54,49,51,52,27,25,73,72,11,1372,1452
2016,-26,1,9,-24,6,6,-11,-33,-1,1386,1153
2016,39,-2,-7,50,-13,-16,16,43,3,1393,1173
2016,86,107,105,96,100,102,92,106,11,1453,1401
2016,-15,23,19,2,25,32,-11,2,-3,1333,1433
2016,134,112,134,134,111,130,136,140,13,1421,1437
2016,3,-1,2,-10,-13,-9,4,3,-3,1458,1338
2016,-115,-124,-121,-101,-117,-174,-107,-109,-13,1462,1451
2016,28,39,40,23,16,33,39,55,8,1463,1181
2016,28,4,-4,36,-1,5,16,29,8,1211,1428
2016,-5,-7,-3,-12,-7,-4,-5,-12,-1,1246,1231
2016,-13,-47,-50,-24,-29,-81,-16,-21,-8,1235,1114
