Season,AstDiff,BlkDiff,DRDiff,FGA3Diff,FGADiff,FGM3Diff,FGMDiff,FTADiff,FTMDiff,ORDiff,PFDiff,ScoreDiff,SeedDiff,StlDiff,TODiff,Team1,Team2
2007,-2,-3,-4,10,5,0,-6,0,0,6,1,-12,7,-2,1,1246,1242
2007,6,0,-4,4,-2,-1,-2,-17,-11,-6,6,-16,5,-2,4,1305,1272
2007,5,3,-1,8,5,-3,-3,-4,-5,8,1,-14,8,0,5,1457,1332
2007,8,1,0,8,-3,10,0,7,5,1,-2,15,-1,2,-2,1356,1439
2007,7,-5,4,0,6,4,4,-4,-9,6,-1,3,1,2,4,1397,1438
2007,-2,1,3,-1,1,5,3,-7,-5,-1,1,6,5,-3,1,1424,1458
2007,3,-1,6,-12,-5,-1,3,22,14,2,-11,19,1,3,-4,1425,1400
2007,-7,1,-6,19,15,5,-4,-5,0,11,5,-3,3,-3,-4,1356,1242
2007,6,-6,4,-7,5,-2,5,-11,-9,1,5,-1,1,2,0,1401,1272
2007,1,-4,-1,9,11,8,3,-18,-15,2,7,-1,4,1,-1,1397,1326
2007,3,0,-8,3,13,2,2,-12,-15,2,5,-9,1,4,-4,1338,1417
2007,1,6,7,0,-16,1,-3,15,13,-5,-9,8,-4,-6,4,1196,1139
2007,-3,-1,6,-8,5,-1,4,-6,-6,8,2,1,-4,-2,6,1207,1435
2007,-2,-3,-3,-4,16,-3,4,8,5,10,-5,10,-4,1,-9,1314,1425
2007,-2,0,11,-10,-26,4,-5,10,10,-12,-1,4,-4,-4,9,1332,1424
2007,1,1,-5,5,14,5,0,-21,-21,6,14,-16,1,-3,3,1272,1326
2007,5,3,-7,-9,11,-4,-1,-7,-7,4,5,-13,-1,2,-4,1242,1417
2007,3,-3,-8,-2,10,-3,4,-27,-13,-7,16,-8,2,3,-5,1332,1196
2007,11,7,5,-6,-5,3,13,-16,-17,-10,-1,12,1,-1,1,1207,1314
2007,2,-6,-15,1,19,-4,1,-18,-8,-2,9,-10,1,4,-13,1417,1196
2007,4,0,0,7,-6,3,0,-11,-10,-7,5,-7,1,-5,6,1207,1326
2007,1,-1,10,-5,-11,6,-4,8,11,0,-1,9,0,-6,8,1196,1326
2008,-1,3,-2,-3,2,-1,6,-19,-20,-5,6,-9,0,-5,0,1164,1291
2008,-3,0,3,-2,-1,-2,-1,6,5,4,-4,1,-13,4,1,1181,1125
2008,10,0,5,0,6,3,12,1,-3,2,-3,24,-15,2,-5,1242,1340
2008,-3,3,-5,-4,-10,-1,-8,1,4,-12,3,-13,-5,-1,-2,1425,1243
2008,-3,-2,2,-7,4,-3,0,12,11,6,-4,8,-5,1,-5,1266,1246
2008,-6,0,-9,8,2,2,-5,1,-3,1,-6,-11,7,3,-1,1396,1277
2008,-6,-3,-8,-4,0,-6,-7,3,2,0,-1,-18,7,1,-2,1206,1323
2008,7,-4,12,0,6,-1,10,-2,0,5,2,19,-9,-1,-1,1338,1331
2008,3,5,6,-8,-2,1,5,-2,0,0,3,11,-5,-3,2,1345,1124
2008,13,4,19,-8,-3,0,13,-3,-2,3,-2,24,-11,-3,8,1390,1165
2008,-5,1,-11,6,8,-1,-1,-3,-2,-1,0,-5,-1,4,-6,1140,1401
2008,-13,-8,-21,-6,9,-7,-14,-5,-6,3,0,-41,15,0,-1,1290,1417
2008,-7,-6,-7,-1,2,-1,-8,6,4,5,-2,-13,1,-1,1,1245,1424
2008,-13,1,-17,6,3,2,-13,-5,-7,-2,2,-31,9,1,-3,1457,1450
2008,4,0,0,4,9,5,7,-12,-9,0,3,10,-3,3,-3,1452,1112
2008,6,7,12,-5,1,-4,4,12,11,11,-14,15,-11,-1,3,1458,1168
2008,-1,2,1,0,8,0,6,-28,-24,0,10,-12,11,-5,6,1208,1462
2008,0,1,9,-7,-16,-2,-2,21,20,-5,-5,14,1,-3,2,1116,1231
2008,-10,3,-4,-8,-5,-9,-6,14,1,6,-2,-20,3,-4,3,1375,1139
2008,4,0,-4,-5,2,-1,0,7,7,-1,-1,6,3,-2,-5,1172,1211
2008,-6,-2,-9,3,-1,0,-10,-1,1,-2,4,-19,13,6,-3,1420,1207
2008,0,6,0,7,-2,8,3,6,4,-4,4,18,-11,5,-3,1257,1129
2008,2,2,6,7,-1,5,4,14,11,4,-5,24,-15,2,-2,1272,1426
2008,-1,0,11,-10,4,-3,6,-2,5,3,0,14,-3,1,2,1274,1388
2008,-3,-4,-7,21,13,5,-2,-17,-8,3,11,-7,1,1,-2,1332,1280
2008,-9,-3,-17,6,-6,0,-15,-11,-9,-9,2,-39,15,-4,6,1291,1314
2008,3,2,4,0,-7,0,0,12,8,-3,-4,8,-5,1,-3,1328,1386
2008,-1,0,-6,6,7,1,6,-13,-12,-4,5,1,9,6,-4,1360,1163
2008,-4,0,-7,0,15,-5,-1,-13,-14,9,8,-21,-9,-1,-1,1435,1373
2008,4,0,0,-6,-13,-3,1,19,16,-12,-10,15,-13,7,-8,1397,1110
2008,7,5,12,-1,-4,4,10,-3,-4,-3,-3,20,-13,-2,4,1400,1122
2008,1,2,-12,20,16,2,1,-6,-10,7,9,-6,-7,2,-5,1155,1437
2008,0,0,8,-14,-1,-2,11,-19,-18,-6,8,2,7,-3,7,1443,1179
2008,3,0,12,-9,5,0,17,-15,-15,-2,6,19,-7,1,0,1242,1424
2008,-8,6,-10,7,0,-4,-8,10,9,-1,-1,-11,-1,7,-6,1338,1277
2008,8,1,-1,-16,-13,-3,-3,16,10,-6,-10,1,-3,1,-1,1390,1266
2008,-5,9,2,8,-7,4,-3,4,4,-2,1,2,-8,5,3,1417,1401
2008,-7,1,-3,0,-1,-1,-11,-1,3,4,1,-20,1,-5,6,1323,1450
2008,-6,-2,-8,11,-12,1,-6,10,5,-12,-2,-6,-5,5,-4,1181,1452
2008,6,-1,-2,9,-7,9,3,8,2,-8,-5,17,-8,-1,-3,1458,1243
2008,3,-1,5,-9,-17,-3,1,10,8,-8,-9,7,-3,-3,4,1462,1345
2008,1,3,7,-10,-16,4,4,-13,-16,-5,7,-4,-8,-4,15,1207,1172
2008,15,0,5,-1,7,4,17,-4,-8,0,0,30,-3,4,-4,1257,1328
2008,-10,-4,0,3,-3,2,-2,-12,-1,-8,7,-3,7,-1,3,1280,1272
2008,17,2,8,-2,6,3,16,-6,-4,-3,5,31,-8,-2,-2,1314,1116
2008,1,2,6,-7,-2,-4,4,1,1,1,-1,5,-5,-6,6,1397,1139
2008,-7,-4,-3,-4,-2,-4,-3,1,7,-8,0,-3,5,1,-4,1274,1400
2008,-6,2,-7,8,0,0,-10,15,8,4,-8,-12,1,0,-2,1373,1437
2008,0,4,1,1,5,2,4,-7,-1,0,-1,9,-1,5,-3,1443,1360
2008,2,6,14,-6,-6,-1,7,5,6,1,-3,19,1,-5,3,1257,1397
2008,-2,0,-9,1,-1,-3,-7,-4,-4,-5,2,-21,3,1,-3,1450,1314
2008,5,4,16,-15,-14,-5,4,9,7,-1,-2,10,-11,-5,8,1417,1443
2008,0,-1,5,8,-7,10,0,-6,-6,-2,4,4,-4,-2,4,1462,1452
2008,-9,3,0,-1,-7,-4,-9,9,5,3,-6,-17,-7,-7,5,1458,1172
2008,11,3,11,2,-14,5,3,2,4,-8,1,15,-11,-2,4,1242,1437
2008,-5,4,5,-5,0,-1,2,18,15,6,-12,18,-4,7,-3,1272,1277
2008,-3,-1,-5,-5,0,-1,-10,0,1,5,0,-20,1,-2,4,1390,1400
2008,-1,5,-4,8,-3,3,-2,-5,-9,-2,2,-10,2,-2,5,1257,1314
2008,-5,-5,-10,4,6,-3,-7,-2,-2,1,-4,-19,2,0,-5,1462,1417
2008,5,-3,-7,13,5,3,-1,-2,-3,-1,-1,-2,9,2,-5,1172,1242
2008,5,1,9,-17,-17,-6,1,27,22,-6,-12,18,-1,-1,-1,1272,1400
2008,10,6,11,-9,-3,0,10,-1,-2,-2,7,18,0,3,1,1242,1314
2008,-2,-2,-4,1,0,0,-3,-10,-9,-3,3,-15,0,-1,3,1417,1272
2008,0,2,-13,10,7,3,-4,4,-2,2,-1,-7,0,0,-4,1272,1242
2009,-9,4,-16,0,8,-2,0,-13,-13,-7,4,-15,0,1,-8,1106,1287
2009,-17,-4,-16,1,-5,-1,-20,-29,-15,-8,16,-56,15,-7,9,1151,1163
2009,-12,1,-7,-5,-6,-2,-1,-20,-20,-11,7,-24,13,3,3,1127,1181
2009,0,4,12,-8,-13,-5,2,13,14,-4,-5,13,-9,5,0,1211,1103
2009,-2,-7,0,9,-3,2,-5,5,4,4,0,-4,1,-8,4,1139,1261
2009,-6,1,1,8,-4,1,-6,-5,-2,-2,5,-13,-3,-3,5,1143,1268
2009,9,1,1,10,5,4,5,1,-3,2,-2,11,-13,6,-3,1272,1169
2009,-2,4,-1,-4,14,-5,1,-1,0,12,8,-3,-3,3,-3,1155,1276
2009,-8,-2,-11,3,-4,0,-16,-10,-11,0,4,-43,15,-2,6,1347,1314
2009,-5,-5,-22,11,29,2,-7,-24,-16,13,13,-28,13,4,-8,1288,1328
2009,-2,0,1,-7,-2,-4,1,11,7,1,-7,5,-7,2,-4,1345,1320
2009,0,-1,5,7,3,7,5,0,-3,6,-2,14,-3,0,2,1400,1278
2009,5,5,9,1,-7,-1,7,1,0,0,-5,13,1,-9,4,1401,1140
2009,5,3,-3,3,-3,0,-1,6,1,1,-3,-1,5,-4,0,1433,1417
2009,-1,7,11,-13,-12,-4,-3,24,23,3,-12,13,-11,0,4,1437,1110
2009,1,-1,-4,-1,7,-4,4,-15,-8,-4,12,-4,-7,1,-3,1228,1443
2009,8,-5,7,-9,4,-3,7,2,2,3,-1,13,-9,0,-2,1449,1280
2009,-5,-1,4,-20,-9,-4,3,15,11,-5,-7,13,7,6,-6,1112,1428
2009,-1,-3,4,-3,-12,2,1,7,5,-6,-2,9,-5,-1,2,1113,1396
2009,-5,12,5,-2,-15,-1,-5,-5,-4,-4,3,-15,-9,-5,12,1448,1156
2009,-4,2,3,10,-5,1,-7,2,5,2,-1,-8,-5,-3,2,1452,1173
2009,8,-2,4,-12,2,-6,6,5,4,1,-4,10,-11,2,-4,1242,1295
2009,-7,-3,-7,-13,2,-6,-9,3,4,5,-6,-20,15,-5,1,1287,1257
2009,4,1,-3,4,6,2,5,-15,-13,-3,7,-1,5,-2,0,1429,1266
2009,1,3,-12,4,0,1,-3,-10,-10,-9,2,-15,13,2,-4,1352,1277
2009,-8,-1,-5,1,5,1,-5,-7,-10,8,4,-19,11,-3,5,1165,1281
2009,3,1,-6,12,3,4,-6,8,6,3,-3,-2,1,-1,-1,1397,1329
2009,4,0,14,-3,-20,3,1,-1,5,-11,-1,10,-15,-1,9,1338,1190
2009,-2,-4,2,-1,12,-1,0,5,3,14,-3,2,1,4,2,1373,1326
2009,-4,-10,-23,5,18,0,-7,0,-1,2,-1,-15,11,7,-15,1372,1393
2009,-6,-3,-7,14,4,2,-9,-5,-1,2,3,-17,-3,-2,2,1130,1425
2009,-4,2,8,-14,-8,-5,-2,6,7,-1,0,-2,-7,2,6,1199,1458
2009,0,0,7,-2,8,0,7,2,4,6,-1,18,-9,-1,-4,1462,1340
2009,3,2,11,-5,-6,2,7,10,10,0,-5,26,-8,0,2,1163,1401
2009,-1,1,4,-2,-3,-4,2,-2,-5,1,3,-5,5,-3,6,1400,1181
2009,-4,1,-1,4,2,3,2,-5,-9,1,8,-2,8,0,0,1443,1211
2009,-12,0,-11,-5,9,-5,-4,-3,-6,3,0,-19,8,2,-6,1268,1272
2009,-1,-1,-4,9,5,3,-3,-12,-11,5,7,-14,7,-6,5,1261,1314
2009,-6,-3,-2,8,5,4,-3,-16,-8,1,10,-10,8,0,3,1276,1328
2009,2,4,1,4,-3,3,-3,4,5,-1,1,2,1,1,2,1345,1449
2009,-6,2,-4,-1,-20,1,-11,3,1,-9,-1,-20,3,-4,9,1417,1437
2009,9,2,9,-12,-15,0,0,14,14,-6,1,14,-1,1,0,1112,1156
2009,-2,-6,-13,3,19,1,-7,-14,-4,6,12,-17,8,8,-6,1173,1242
2009,-1,-6,-9,4,4,-2,-3,-3,1,-6,1,-7,8,5,-8,1373,1257
2009,-10,4,-6,-3,6,-5,1,-5,-2,0,3,-5,8,5,-5,1425,1277
2009,-6,-4,5,-8,-4,-2,-8,13,14,6,-6,-4,3,-2,5,1266,1281
2009,0,4,6,0,3,-1,2,14,5,14,-9,8,-7,-6,5,1338,1329
2009,1,-2,12,-15,-2,-4,6,-1,3,-3,-2,11,-3,2,0,1393,1113
2009,-7,-3,-7,6,10,-3,-2,-9,-4,0,3,-11,8,1,-7,1458,1462
2009,7,4,10,-15,-10,-3,1,19,13,5,-14,12,-4,-1,4,1163,1345
2009,1,-3,0,1,-7,3,-2,13,12,-3,-1,11,1,1,-2,1281,1272
2009,0,4,1,8,-1,1,-1,-9,-4,-1,4,-5,3,-5,1,1462,1338
2009,2,3,10,-9,4,-1,11,-1,2,5,-1,23,1,-3,1,1437,1181
2009,14,2,8,5,3,7,14,1,4,-4,2,39,-11,5,-5,1257,1112
2009,6,-2,-6,3,6,2,-1,4,5,0,-1,5,-1,6,-6,1277,1242
2009,13,-1,4,-4,10,4,9,4,-1,7,-2,21,-3,2,-3,1314,1211
2009,-6,-1,-6,3,1,-2,-5,-4,-1,-1,-4,-13,1,-1,0,1393,1328
2009,-6,7,16,-6,-23,-3,-5,20,20,-1,-11,7,-2,-7,11,1163,1281
2009,5,-2,-2,-2,-4,-1,0,6,-1,-3,-6,-2,-2,-2,-2,1338,1437
2009,7,-4,6,0,5,2,6,-7,-2,2,7,12,1,0,0,1277,1257
2009,-4,-2,-2,5,3,-3,-2,0,-5,6,1,-12,1,-3,4,1328,1314
2009,-10,4,2,-13,-13,-4,-6,13,7,-2,-7,-9,-1,-6,5,1163,1277
2009,8,3,3,-5,-17,6,-1,21,10,-8,-6,14,-2,-1,0,1314,1437
2009,0,5,5,11,-6,2,-6,-11,-7,2,6,-17,1,-8,14,1277,1314
2010,7,2,9,-5,-11,4,1,10,11,-4,-6,17,0,0,3,1115,1457
2010,2,-1,-10,11,9,1,-3,-4,-4,0,2,-9,11,-1,-3,1358,1124
2010,-1,0,0,13,-7,9,-1,19,11,2,-11,18,-7,-2,-4,1139,1431
2010,-4,-2,-2,-9,-13,0,-2,13,11,-10,-7,7,-3,5,-9,1140,1196
2010,6,7,7,2,7,2,13,-11,-12,1,2,16,-15,4,1,1242,1250
2010,-4,-10,-6,1,-6,-2,-14,11,10,2,-8,-20,13,-7,5,1317,1243
2010,-16,-10,-8,-16,4,-11,-8,3,-2,4,-1,-29,15,3,0,1190,1246
2010,2,0,-1,-3,-10,-3,-3,12,8,-5,-4,-1,-9,0,-1,1435,1293
2010,-3,1,-5,-1,-1,-1,0,11,6,-1,-7,5,-11,3,-6,1307,1285
2010,-1,0,9,-3,-13,0,-5,11,13,-2,-4,3,1,-2,8,1320,1424
2010,1,-2,1,1,-6,5,1,7,7,-6,-3,14,11,1,-6,1325,1207
2010,1,0,0,13,11,3,1,-9,-6,7,5,-1,-5,-1,2,1323,1330
2010,-1,-1,-8,2,0,2,-1,-15,-9,-15,8,-9,-3,1,-4,1350,1388
2010,0,-3,-3,-1,0,5,0,-3,-2,2,3,3,-5,0,1,1397,1361
2010,-1,-8,6,-2,4,-1,4,-14,-10,0,12,-3,13,-3,5,1352,1437
2010,4,0,15,-6,1,-2,4,-9,-5,10,4,1,1,-9,15,1448,1400
2010,-5,-5,-4,5,-4,3,-3,-1,1,-2,2,-2,-5,4,1,1266,1449
2010,-4,-2,1,4,9,-3,0,-13,-12,8,5,-15,1,1,1,1257,1143
2010,-4,-2,7,6,-4,4,0,10,9,3,-8,13,7,4,0,1165,1396
2010,4,0,13,-6,-6,2,7,21,13,4,-7,29,-15,-2,-2,1181,1115
2010,1,0,-8,12,0,4,3,-12,-15,-7,5,-5,-3,0,-2,1329,1210
2010,4,-1,-11,10,17,3,0,-10,-10,5,3,-7,1,2,-7,1199,1211
2010,-11,-3,-13,3,-8,3,-7,7,-1,-8,-1,-12,9,4,-4,1222,1268
2010,-8,-1,-1,2,4,1,3,-11,-10,1,1,-3,7,2,2,1308,1277
2010,-7,-2,2,7,5,7,-2,-15,-11,9,6,-8,-3,-13,11,1155,1281
2010,-3,-10,-7,-3,10,-4,-1,-11,-11,4,4,-17,13,1,0,1364,1326
2010,-10,0,-8,9,1,0,-11,-4,-1,2,-1,-23,11,-2,2,1324,1338
2010,-12,-6,-2,-5,11,-2,-4,-1,2,9,2,-8,9,-1,0,1373,1345
2010,11,7,14,0,-11,5,7,1,4,-3,3,23,-15,0,7,1393,1436
2010,4,-2,11,-2,-11,3,1,10,11,-3,-5,16,-7,0,2,1401,1429
2010,17,-3,10,-4,-3,1,6,11,14,1,-6,27,-13,1,-3,1452,1288
2010,-4,-2,-6,2,6,-2,0,6,6,-1,-1,4,-9,6,-7,1458,1459
2010,1,-8,5,-6,5,0,4,5,3,4,-2,11,-5,4,-2,1462,1278
2010,-1,3,2,7,1,2,5,-5,-4,-3,1,8,-8,-1,-1,1124,1330
2010,-2,-2,-13,6,6,-2,-1,7,6,-4,-3,2,-8,3,-12,1139,1293
2010,2,1,4,11,3,6,2,2,2,6,-4,12,-5,0,2,1243,1140
2010,-9,-3,-13,-6,1,-5,-17,9,9,5,-4,-30,8,0,0,1448,1246
2010,-2,2,5,-3,-1,-3,2,-1,-3,3,3,-2,-8,-4,6,1242,1320
2010,-3,1,10,0,-21,0,-1,15,9,-9,-6,7,8,-3,5,1388,1437
2010,-6,-2,-11,12,-2,5,-12,8,4,3,-5,-15,8,1,-2,1325,1397
2010,14,6,3,0,0,3,6,3,3,-1,0,18,8,5,-6,1449,1307
2010,-1,0,-7,10,-5,0,-9,1,0,-1,2,-18,-8,-2,2,1458,1165
2010,5,4,-1,5,9,0,8,1,-1,2,-3,15,-7,1,-6,1181,1143
2010,-2,5,15,-1,-8,1,3,-6,-5,3,5,2,1,-5,13,1277,1268
2010,3,3,1,1,-7,4,1,4,3,-5,-7,9,-8,-4,-3,1326,1210
2010,-3,3,3,0,-2,1,3,-11,-5,-9,5,2,-1,4,-2,1345,1401
2010,3,-1,14,4,-7,9,4,3,5,-3,-1,22,-7,-4,4,1393,1211
2010,-1,-3,7,-6,-14,-2,-1,13,13,-4,-7,9,-8,-2,3,1452,1281
2010,-3,-1,1,-5,-14,1,-1,5,4,-10,-2,3,3,0,-2,1462,1338
2010,-3,1,-7,5,4,-1,0,7,5,-3,-1,4,4,9,-11,1139,1393
2010,-7,-7,8,9,-6,4,-6,0,3,3,3,-5,4,3,4,1462,1243
2010,-7,-3,-7,5,-2,3,-6,-13,-8,-6,5,-17,11,-6,2,1165,1246
2010,3,-4,8,4,9,1,4,3,4,12,-5,13,-9,-3,2,1452,1449
2010,0,-3,7,-5,7,2,9,2,3,5,-3,23,-7,7,-3,1124,1388
2010,-1,-4,12,0,1,2,2,3,7,9,-1,13,-3,-3,7,1181,1345
2010,-11,0,-4,-3,0,-3,-2,2,0,-2,-6,-7,4,-2,0,1320,1277
2010,-1,0,-5,8,-6,5,-5,4,2,-7,-4,-3,-4,0,-5,1326,1397
2010,1,-5,11,0,-11,2,-1,6,7,1,-3,7,3,-4,7,1139,1243
2010,-4,-2,1,9,15,-6,3,-5,-7,14,5,-7,-1,1,4,1246,1452
2010,-1,8,0,-5,-2,-6,5,-10,-11,-6,6,-7,2,1,0,1124,1181
2010,1,5,-3,2,5,-1,0,0,2,3,5,1,-1,2,1,1277,1397
2010,-6,-2,-7,10,7,1,-3,6,7,3,-4,2,0,9,-8,1139,1277
2010,-9,3,-2,-13,-9,-8,-10,10,7,0,-4,-21,1,-4,4,1452,1181
2010,-5,-7,-5,1,6,1,-3,2,3,3,4,-2,4,-1,-4,1139,1181
2011,7,-1,3,-11,2,-8,8,9,10,-3,2,18,0,6,-7,1155,1412
2011,-2,-1,3,-17,-2,-5,3,2,3,-1,1,4,0,0,-1,1421,1114
2011,-1,3,-2,10,8,3,-1,-18,-10,1,8,-9,0,2,-1,1106,1427
2011,-7,3,3,-15,-21,-8,-5,10,5,-12,-4,-13,0,-3,6,1425,1433
2011,-3,1,2,-11,-9,-2,-6,16,12,-5,-4,-2,1,1,0,1330,1139
2011,-2,3,0,-3,-5,-2,-2,0,-2,-3,-2,-8,11,-5,3,1459,1140
2011,-1,-1,7,-8,-9,-2,5,9,7,-2,-3,15,-5,-4,2,1153,1281
2011,14,5,14,3,15,2,16,-6,-5,12,3,29,-11,2,1,1163,1137
2011,14,-1,8,4,6,3,12,-1,1,1,-2,28,-13,4,-5,1196,1364
2011,11,-2,16,0,-6,2,1,11,11,7,-7,15,5,-4,5,1211,1385
2011,4,-1,0,-1,4,-1,-1,7,8,4,-8,5,-7,0,-1,1243,1429
2011,-4,-5,0,3,5,-2,0,-4,0,2,3,-2,9,3,-3,1343,1246
2011,-3,-6,1,-6,9,-1,-1,2,4,11,-5,1,9,-2,2,1287,1257
2011,-9,5,-10,0,-4,-5,-8,-6,-2,-13,5,-23,15,3,-2,1421,1338
2011,2,7,-8,11,10,6,3,-11,-9,-1,4,3,7,3,-4,1350,1435
2011,3,5,6,0,10,1,8,0,1,6,1,18,-13,3,-5,1361,1294
2011,2,-5,-2,1,5,3,2,-9,-9,0,0,-2,3,-2,-1,1336,1396
2011,-7,0,5,-14,-14,-6,-3,26,14,-2,-8,2,-3,-2,0,1417,1277
2011,0,2,-5,8,3,0,-2,-5,-4,-1,3,-8,7,-1,-2,1155,1452
2011,1,2,11,0,-9,6,2,3,4,0,-4,14,-9,-4,6,1458,1125
2011,5,-1,2,-4,3,1,3,-7,-9,2,3,-2,7,-1,1,1272,1112
2011,13,3,9,5,5,5,13,9,11,0,-6,42,-15,7,-8,1181,1214
2011,-2,-9,-8,10,8,5,-4,-1,-4,6,2,-7,-3,0,-2,1401,1199
2011,-2,4,1,8,0,3,-2,-7,-3,-2,4,-4,1,2,0,1437,1206
2011,11,2,11,-11,-7,0,7,-5,-3,-3,1,11,1,-5,6,1228,1424
2011,-9,2,-10,5,-6,0,-11,4,3,-5,3,-19,15,1,-2,1131,1242
2011,2,0,2,-1,-6,3,3,4,2,-6,-1,11,5,3,0,1266,1462
2011,10,-3,4,8,21,6,18,-15,-12,6,4,30,-1,1,-7,1276,1397
2011,2,9,19,-14,-18,-5,3,17,14,-4,-9,15,-13,-8,4,1314,1254
2011,-6,-1,-11,4,17,0,2,-20,-17,2,10,-13,13,1,-6,1103,1323
2011,-20,-3,-9,-7,1,-8,-11,-1,1,0,4,-29,15,2,0,1427,1326
2011,3,1,14,-6,-4,0,6,11,10,5,-6,22,-11,-3,2,1345,1389
2011,4,3,11,-5,-11,0,1,17,15,-1,-8,17,-11,1,1,1393,1232
2011,-2,-6,-6,20,12,3,3,-15,-13,2,3,-4,9,3,-3,1324,1400
2011,-2,-3,2,1,8,-7,2,-26,-15,4,10,-18,-5,-4,11,1207,1433
2011,1,0,-7,6,10,-1,3,-5,-2,0,6,3,-3,3,-10,1449,1208
2011,9,-2,9,-16,-6,-6,2,4,1,2,0,-1,-7,0,6,1338,1139
2011,1,-1,1,-19,-2,-12,-7,6,4,8,0,-22,8,-6,7,1211,1140
2011,2,-1,-10,-2,11,-2,3,-16,-15,0,6,-11,3,2,-1,1153,1163
2011,1,-1,3,1,-1,3,4,-8,-3,-6,4,8,-5,-2,0,1196,1417
2011,-3,-4,-4,1,3,1,-2,-8,-5,0,4,-8,1,4,1,1452,1246
2011,11,1,0,2,7,2,8,-2,-1,-2,-4,17,-1,1,-3,1350,1287
2011,0,5,7,-3,-1,0,3,-2,1,0,-1,7,-5,3,2,1361,1396
2011,-5,-2,2,-8,-2,-3,1,-1,-4,0,4,-5,1,-1,3,1243,1458
2011,4,-5,-2,3,1,5,0,0,-4,1,3,1,1,3,-1,1112,1400
2011,-1,2,5,-1,-4,-2,-2,14,8,6,-5,2,-7,-6,4,1181,1276
2011,-3,-4,-8,11,14,-2,-3,-6,-6,6,7,-14,-8,2,-4,1323,1199
2011,-1,0,-8,9,8,2,-4,-11,-8,3,7,-14,8,2,0,1228,1242
2011,-4,1,2,4,-4,0,5,-16,-14,-8,8,-4,-8,-4,4,1393,1266
2011,-1,-3,1,7,6,4,2,-16,-11,2,11,-3,5,-1,4,1449,1314
2011,10,-2,6,8,-1,8,10,11,4,-2,-6,32,-7,3,-8,1326,1206
2011,-6,4,-6,4,2,0,-7,-3,-4,4,2,-18,-8,-1,3,1345,1433
2011,-5,3,-6,-1,-5,-4,-7,1,2,-7,-1,-16,-4,-2,-1,1181,1112
2011,-2,-1,8,-11,-11,-2,2,7,5,-2,-1,7,4,1,3,1139,1458
2011,1,-2,-4,6,7,-1,0,-3,-6,6,-2,-7,-1,-1,0,1361,1163
2011,10,4,5,-3,-6,1,6,6,-4,-2,-7,9,-1,-3,3,1196,1140
2011,-13,-1,-9,7,2,-5,-8,2,1,1,-4,-20,11,-4,2,1350,1242
2011,4,10,5,1,-10,0,3,-8,-4,-9,4,2,3,-3,4,1246,1326
2011,7,0,2,0,11,3,8,1,-1,4,-1,18,-9,7,-11,1314,1266
2011,-11,5,1,-7,18,-5,2,-2,0,14,-1,-1,-1,-4,-1,1199,1433
2011,-2,-2,-1,19,3,6,-1,5,-1,8,-4,3,6,-4,3,1139,1196
2011,-4,5,-3,-4,-5,1,-1,2,3,-8,3,2,-2,2,-4,1163,1112
2011,3,0,0,6,-6,9,0,1,-2,-2,-4,7,2,1,1,1246,1314
2011,4,-5,0,4,-9,10,-1,-6,2,-10,-2,10,10,-1,-1,1433,1242
2011,-9,-2,6,1,1,0,-2,13,12,10,-8,8,-3,2,-1,1139,1433
2011,4,0,10,-15,-13,-8,2,-1,5,-9,1,1,-1,-6,5,1163,1246
2011,-1,-8,-15,22,9,8,-7,-2,-6,3,2,-12,5,4,-5,1139,1163
2012,-2,-4,-5,5,8,-1,1,-12,-7,-2,5,-6,0,1,-2,1233,1140
2012,2,-1,-12,6,-1,2,3,-11,-9,-16,6,-1,0,4,-11,1290,1443
2012,5,2,8,1,-9,2,7,-6,-5,-7,0,11,0,2,4,1378,1143
2012,10,1,4,-2,-10,0,5,3,2,-10,2,12,0,0,-2,1436,1249
2012,7,-1,-7,10,-2,2,-2,-6,-6,-5,1,-8,11,1,1,1355,1124
2012,-1,-5,16,-24,-23,-2,-1,10,8,-3,-4,4,5,-10,15,1160,1424
2012,5,-1,6,0,1,6,12,-12,-7,-6,8,23,-3,7,0,1211,1452
2012,-8,6,2,-1,-5,-3,-5,0,0,0,1,-13,9,-7,5,1308,1231
2012,2,-1,13,-3,-2,-1,5,-2,4,4,-2,13,-1,-5,7,1235,1163
2012,4,7,5,-11,-18,-6,-1,17,14,-8,-7,6,-1,-4,1,1243,1379
2012,4,7,10,-5,-9,-3,5,9,8,-1,-5,15,-15,-4,2,1246,1443
2012,-4,-2,4,-14,-8,-3,0,13,10,0,-4,7,-9,1,0,1257,1172
2012,3,-3,7,1,5,2,7,4,4,7,-2,20,-11,-1,-1,1266,1140
2012,-2,-4,6,-3,-3,-2,-4,-17,-7,2,14,-17,5,-3,14,1161,1293
2012,-6,-5,-4,-5,15,-3,3,-10,-10,9,3,-7,7,0,1,1253,1307
2012,2,0,14,0,4,1,7,4,4,11,-5,19,-13,0,6,1326,1259
2012,1,-5,4,0,-7,4,-4,-8,-3,-5,7,-7,15,-2,3,1421,1393
2012,4,1,-3,-7,3,-1,-1,1,0,2,0,-3,-7,0,1,1455,1433
2012,1,-5,-8,6,10,1,0,-16,-10,-2,3,-9,7,-4,-6,1217,1435
2012,7,6,10,10,1,7,5,4,7,6,-1,24,-9,-5,2,1458,1285
2012,-6,1,-4,4,-2,4,-7,-2,4,-2,-1,-6,5,2,2,1400,1153
