Season,WOLDiff,WLKDiff,SAGDiff,POMDiff,MORDiff,DOLDiff,COLDiff,Team1,Team2,SeedDiff
2010,-27,-10,-23,3,-7,-40,-21,1401,1429,-7
2010,-101,-105,-139,-141,-172,-114,-113,1452,1288,-13
2010,-40,-47,-68,-84,-93,-58,-45,1458,1459,-9
2010,-42,-35,-28,-3,10,-18,-41,1462,1278,-5
2010,-27,-20,-35,-21,-36,-33,-27,1124,1330,-8
2010,31,31,39,31,51,36,48,1293,1139,8
2010,3,5,3,-2,6,7,11,1140,1243,5
2010,44,47,41,44,54,37,44,1448,1246,8
2010,-18,-20,-30,-30,-40,-24,-14,1242,1320,-8
2010,18,23,23,28,33,21,17,1388,1437,8
2010,-102,-69,-93,-65,-74,-109,-90,1397,1325,-8
2010,45,24,19,-18,-47,30,22,1449,1307,8
2010,-8,30,38,63,65,19,27,1165,1458,8
2010,40,21,27,13,13,33,24,1143,1181,7
2010,-5,-14,-10,-14,-8,-1,-3,1268,1277,-1
2010,-29,-30,-20,-23,-28,-26,-29,1326,1210,-8
2010,5,9,7,10,2,9,11,1401,1345,1
2010,-23,-37,-32,-51,-54,-23,-25,1393,1211,-7
2010,32,29,16,13,19,33,38,1281,1452,8
2010,-5,2,2,8,-3,-6,-7,1338,1462,-3
2010,10,11,19,21,18,8,8,1139,1393,4
2010,13,9,12,13,15,21,15,1462,1243,4
2010,18,44,48,60,66,35,47,1165,1246,11
2010,-48,-38,-37,-21,-3,-36,-26,1452,1449,-9
2010,-15,-16,-22,-31,-38,-20,-14,1124,1388,-7
2010,5,9,8,12,15,3,4,1345,1181,3
2010,11,7,-6,-8,-23,-5,11,1277,1320,-4
2010,-1,12,7,31,24,9,-2,1397,1326,4
2010,5,8,16,17,16,5,5,1139,1243,3
2010,2,2,1,2,5,3,2,1452,1246,1
2010,-7,-11,-6,-11,-9,-7,-8,1181,1124,-2
2010,-13,-6,-6,11,9,-3,-10,1397,1277,1
2010,-17,-13,-3,2,6,-8,-15,1139,1277,0
2010,-1,3,3,7,7,2,-1,1452,1181,1
2010,-8,-13,-20,-25,-22,-9,-6,1181,1139,-4
2011,-12,13,11,32,46,7,-14,1412,1155,0
2011,48,83,52,67,45,12,25,1114,1421,0
2011,-77,-67,-89,-76,-68,-107,-62,1427,1106,0
2011,-30,-4,15,40,36,10,-16,1433,1425,0
2011,26,14,7,2,-4,31,23,1139,1330,-1
2011,-91,-84,-91,-73,-61,-102,-101,1140,1459,-11
2011,15,24,11,11,10,12,14,1281,1153,5
2011,60,55,74,73,95,75,75,1137,1163,11
2011,-164,-136,-126,-106,-119,-122,-157,1196,1364,-13
2011,-22,-12,-18,8,-2,-19,-29,1385,1211,-5
2011,16,14,4,13,-13,10,11,1243,1429,-7
2011,-17,-38,-64,-80,-111,-43,-34,1246,1343,-9
2011,-76,-73,-95,-83,-97,-81,-88,1257,1287,-9
2011,140,123,150,138,147,169,155,1421,1338,15
2011,-7,-5,6,14,7,4,2,1350,1435,7
2011,118,102,121,116,139,117,127,1294,1361,13
2011,18,12,13,1,-18,14,12,1336,1396,3
2011,-10,-2,-10,-12,-20,-8,11,1277,1417,3
2011,-31,-19,-23,-3,-3,-23,-28,1452,1155,-7
2011,12,7,23,9,30,21,26,1125,1458,9
2011,-14,-44,-45,-60,-58,-31,-15,1112,1272,-7
2011,117,147,175,209,219,163,125,1214,1181,15
2011,-19,-3,-11,3,-1,-20,-16,1401,1199,-3
2011,10,10,-7,2,-5,-7,6,1437,1206,1
2011,21,10,7,-2,-12,13,20,1228,1424,1
2011,-136,-133,-164,-166,-149,-162,-136,1242,1131,-15
2011,6,7,-6,-4,11,15,36,1266,1462,5
2011,-17,-8,-13,-15,-33,-20,-6,1276,1397,-1
2011,48,51,83,107,131,66,56,1254,1314,13
2011,-107,-105,-119,-113,-103,-118,-98,1323,1103,-13
2011,197,203,218,218,221,192,202,1427,1326,15
2011,92,90,119,102,92,108,105,1389,1345,11
2011,-99,-90,-102,-98,-89,-92,-90,1393,1232,-11
2011,44,32,49,65,67,39,65,1324,1400,9
2011,-38,-36,-61,-53,-38,-53,-43,1207,1433,-5
2011,7,29,26,42,41,19,9,1208,1449,3
2011,39,34,41,49,44,52,36,1139,1338,7
2011,-44,-33,-35,-14,-9,-38,-48,1140,1211,-8
2011,-11,-4,-3,-6,-5,-10,-10,1163,1153,-3
2011,36,33,29,34,34,21,26,1417,1196,5
2011,4,8,7,14,12,5,9,1452,1246,1
2011,-64,-60,-72,-49,-68,-64,-73,1350,1287,-1
2011,-23,-25,-28,-32,-34,-22,-24,1361,1396,-5
2011,-13,-19,-14,-20,-9,-11,-14,1458,1243,-1
2011,13,12,15,21,25,4,7,1112,1400,1
2011,-34,-42,-35,-38,-23,-33,-36,1181,1276,-7
2011,43,33,36,32,30,37,38,1199,1323,8
2011,39,33,25,17,17,34,43,1228,1242,8
2011,28,21,19,22,29,31,49,1266,1393,8
2011,-31,-20,-11,-1,-3,-20,-25,1314,1449,-5
2011,22,20,30,25,45,39,24,1206,1326,7
2011,44,47,68,76,70,64,46,1433,1345,8
2011,-19,-20,-19,-23,-31,-11,-15,1181,1112,-4
2011,-31,-23,-35,-45,-35,-45,-24,1458,1139,-4
2011,-6,-8,-10,-11,-3,-7,-8,1361,1163,-1
2011,-10,-9,-12,-6,1,-10,-4,1140,1196,1
2011,-26,-25,-34,-43,-35,-33,-29,1242,1350,-11
2011,17,9,11,6,5,15,12,1246,1326,3
2011,-24,-24,-14,-19,-22,-34,-50,1314,1266,-9
2011,-5,-16,-33,-42,-43,-30,-14,1199,1433,-1
2011,-32,-22,-28,-35,-32,-41,-31,1196,1139,-6
2011,-16,-10,-8,-8,-19,-5,-8,1163,1112,-2
2011,-5,-1,3,7,6,-7,-6,1314,1246,-2
2011,-51,-53,-75,-81,-77,-70,-58,1242,1433,-10
2011,8,17,31,30,32,14,18,1433,1139,3
2011,10,-3,-2,-10,-8,6,3,1246,1163,1
2011,-38,-25,-32,-37,-34,-48,-30,1163,1139,-5
2012,13,1,13,12,14,8,15,1233,1140,0
2012,-36,36,31,65,101,-15,-17,1290,1443,0
2012,12,18,39,39,9,21,18,1378,1143,0
2012,24,35,32,15,1,17,20,1436,1249,0
2012,46,55,47,43,49,60,54,1355,1124,11
2012,49,47,56,42,31,37,37,1160,1424,5
2012,-41,-9,-8,-10,-8,-28,-23,1211,1452,-3
2012,66,53,54,52,55,63,53,1308,1231,9
2012,-12,-8,-5,-8,5,-18,-9,1235,1163,-1
2012,3,43,35,52,72,9,-6,1379,1243,1
2012,187,185,201,190,180,188,178,1443,1246,15
2012,45,39,53,48,63,45,56,1172,1257,9
2012,-28,-35,-24,-30,-33,-40,-35,1266,1140,-11
2012,50,31,36,27,-4,55,35,1161,1293,5
2012,-17,-24,-25,-23,-41,-21,-43,1307,1253,-7
2012,76,125,131,126,131,79,81,1259,1326,13
2012,120,102,120,113,87,108,114,1421,1393,15
2012,16,33,40,37,45,18,24,1433,1455,7
2012,-2,32,23,23,62,9,12,1217,1435,7
2012,66,89,89,88,91,70,60,1285,1458,9
2012,-16,-2,7,3,-22,-6,-16,1153,1400,-5
2012,27,4,4,-5,1,24,21,1104,1166,1
2012,-6,-10,-9,-7,-12,-10,-12,1196,1438,-3
2012,-53,-40,-40,-30,-36,-54,-60,1199,1382,-11
2012,27,18,19,11,18,26,47,1125,1207,11
2012,-105,-110,-115,-111,-74,-118,-112,1242,1178,-13
2012,62,78,81,66,99,75,93,1250,1181,13
2012,89,141,156,161,139,95,98,1254,1277,15
2012,30,-4,-1,-11,-26,26,17,1301,1361,5
2012,124,180,175,207,229,123,110,1313,1281,13
2012,140,133,141,113,132,143,146,1436,1314,15
2012,30,38,49,46,58,40,37,1325,1276,9
2012,-19,7,7,20,25,-9,-10,1388,1345,-3
2012,32,22,34,32,5,40,37,1378,1396,7
2012,-26,-12,-6,-6,-21,-6,-8,1272,1387,-1
2012,-21,-14,-13,-17,-31,-16,-13,1323,1462,-3
2012,66,68,68,61,50,54,55,1160,1124,8
2012,-21,-35,-41,-36,-46,-21,-18,1231,1433,-8
2012,-32,-26,-31,-28,-30,-30,-29,1246,1235,-7
2012,-4,-3,2,7,-4,-4,-11,1257,1307,-1
2012,-8,28,25,31,63,-2,4,1293,1266,3
2012,17,26,28,30,23,21,16,1211,1326,5
2012,29,17,17,14,17,27,35,1243,1393,7
2012,-11,-3,-12,-10,1,-9,-2,1458,1435,-1
2012,-11,-11,-13,-10,-6,-16,-17,1199,1153,-3
2012,98,171,165,195,214,99,91,1313,1196,8
2012,31,25,24,20,11,28,33,1345,1242,8
2012,42,20,16,12,24,25,23,1387,1277,8
2012,32,23,31,31,4,30,24,1301,1207,8
2012,-9,-17,-19,-30,-31,-12,-10,1314,1166,-7
2012,-17,11,2,5,31,-10,-6,1325,1378,1
2012,-14,-34,-37,-25,-53,-31,-47,1462,1250,-5
2012,-17,-2,-2,-1,-6,-14,-16,1266,1196,-4
2012,-10,-14,-15,-17,-11,-12,-7,1277,1257,-3
2012,22,28,32,29,20,28,24,1153,1326,4
2012,-13,-7,-3,2,-6,-12,-18,1393,1458,-3
2012,47,40,43,44,42,43,41,1462,1124,7
2012,46,35,41,39,23,42,36,1301,1242,9
2012,-10,-7,-8,-10,-6,-11,-15,1246,1231,-3
2012,38,58,66,66,74,46,50,1325,1314,12
2012,12,-1,-1,-1,9,10,14,1196,1257,3
2012,-6,3,3,6,5,-5,-7,1393,1326,-1
2012,-1,-2,2,1,-4,-2,-3,1314,1242,-1
2012,9,12,11,13,15,8,7,1124,1246,2
2012,2,-4,-2,-2,-7,1,2,1326,1242,0
2012,-16,-16,-17,-19,-10,-16,-10,1246,1257,-3
2012,5,5,3,3,5,5,4,1242,1246,1
2013,80,41,18,25,3,57,71,1251,1299,0
2013,-3,-12,-19,-10,-30,-13,-5,1388,1292,0
2013,-12,-1,-6,6,-21,25,-6,1254,1241,0
2013,-1,-3,1,-8,11,-8,-3,1129,1247,0
2013,-18,-24,-27,-27,-19,-30,-32,1112,1125,-5
2013,-29,-19,-28,-10,-38,-20,-32,1139,1137,-5
2013,30,27,17,22,26,16,26,1143,1424,7
2013,25,-5,-20,-6,-23,8,22,1281,1161,1
2013,183,175,208,166,266,182,179,1380,1211,15
2013,89,91,88,91,70,82,100,1217,1307,11
2013,217,222,241,224,233,219,219,1299,1257,15
2013,47,47,42,34,19,54,57,1172,1266,11
2013,-16,-6,-7,17,1,-12,-18,1272,1388,-5
2013,-65,-102,-82,-91,-85,-82,-74,1276,1355,-9
2013,-43,-54,-57,-56,-59,-51,-46,1277,1434,-11
2013,-11,-19,-29,-23,-27,-7,-6,1329,1332,-7
2013,53,59,64,64,73,48,52,1308,1387,9
2013,71,126,120,132,137,64,75,1285,1393,9
2013,-25,-36,-36,-33,-44,-15,-23,1433,1103,-7
2013,15,17,32,26,23,9,6,1455,1338,1
2013,14,21,14,25,14,17,18,1153,1166,3
2013,104,139,160,141,154,114,118,1107,1181,13
2013,106,113,117,114,99,111,106,1195,1207,13
2013,68,124,135,132,173,89,89,1322,1196,11
2013,-17,2,-8,-8,-29,-14,-4,1228,1160,-3
2013,-177,-181,-167,-176,-153,-164,-172,1231,1241,-15
2013,-24,-9,-9,-6,-17,-25,-23,1323,1235,-3
2013,-162,-163,-178,-175,-176,-160,-142,1242,1443,-15
2013,31,28,37,27,19,44,31,1247,1243,9
2013,-94,-105,-116,-107,-146,-85,-97,1274,1334,-13
2013,9,-11,-11,-21,-26,10,16,1278,1417,5
2013,-22,-20,-16,-25,-20,-18,-8,1458,1279,-7
2013,-25,-30,-21,-17,-14,-27,-29,1314,1437,-1
2013,-98,-83,-93,-91,-87,-110,-111,1326,1233,-13
2013,18,14,11,25,2,10,13,1328,1361,3
2013,-1,31,30,33,28,13,8,1396,1301,1
2013,73,92,82,89,54,70,90,1217,1112,8
2013,-19,-28,-35,-22,-39,-26,-19,1257,1161,-7
2013,1,-21,-23,-27,-18,-4,-2,1266,1139,-3
2013,16,11,15,10,3,21,15,1433,1276,1
2013,2,16,19,29,14,5,3,1272,1277,3
2013,18,21,32,27,48,10,16,1332,1387,8
2013,-41,-45,-43,-45,-50,-37,-31,1393,1143,-8
2013,37,26,36,29,31,32,29,1455,1211,8
2013,-21,-11,-14,-9,-13,-19,-21,1181,1166,-5
2013,81,89,94,100,63,78,82,1195,1361,8
2013,21,20,27,22,24,22,20,1278,1196,8
2013,-29,-56,-53,-65,-50,-41,-33,1231,1396,-8
2013,-25,-16,-15,-20,-13,-19,-21,1242,1314,-7
2013,2,20,29,23,17,21,11,1247,1279,1
2013,-25,-34,-30,-28,-19,-17,-32,1274,1228,-5
2013,40,30,28,32,33,39,41,1235,1326,8
2013,-8,-12,-8,-11,-11,-5,-12,1274,1266,-1
2013,-11,-9,-18,-14,-39,-13,-3,1326,1112,-4
2013,8,10,11,10,13,10,9,1393,1231,3
2013,-6,-22,-15,-24,-11,-22,-14,1455,1247,-4
2013,-5,-6,-1,-4,-1,-5,-8,1181,1277,-1
2013,95,121,123,125,104,105,100,1195,1196,12
2013,-31,-38,-46,-41,-57,-28,-27,1257,1332,-11
2013,-7,-2,-7,-3,-8,-3,-8,1242,1276,-3
2013,-3,-9,-9,-12,-10,-3,-2,1393,1266,1
2013,-30,-24,-37,-28,-32,-28,-26,1326,1455,-7
2013,-3,-3,-6,-4,-6,-1,1,1257,1181,-1
2013,-7,5,8,10,7,-5,-3,1276,1196,1
2013,-36,-30,-41,-31,-34,-31,-31,1257,1455,-8
2013,3,4,2,2,2,4,4,1393,1276,0
2013,-9,-7,-10,-9,-12,-8,-9,1257,1276,-3
2014,2,23,30,11,29,36,9,1291,1107,0
2014,12,28,19,-2,-12,12,14,1301,1462,0
2014,-19,-64,-79,-84,-62,-58,-9,1142,1411,0
2014,-3,-1,-8,16,7,-12,4,1234,1397,0
2014,16,22,32,23,19,21,8,1386,1163,3
2014,-14,-35,-44,-31,-42,-37,-19,1326,1173,-5
2014,199,193,182,174,155,186,210,1107,1196,15
2014,20,11,7,9,12,21,28,1217,1153,7
2014,-54,-73,-72,-64,-82,-56,-49,1257,1264,-9
2014,170,175,182,166,158,185,168,1459,1276,13
2014,56,88,98,93,114,64,68,1174,1277,9
2014,22,37,39,24,31,38,37,1295,1328,7
2014,17,27,12,15,16,22,18,1140,1332,3
2014,-4,-30,-35,-47,-54,-8,-1,1338,1160,1
2014,-73,-52,-57,-51,-72,-77,-77,1361,1308,-9
2014,-42,-31,-31,-20,11,-24,-35,1387,1301,-7
2014,64,93,104,99,95,79,64,1444,1393,11
2014,16,-2,-2,10,4,16,9,1113,1400,3
2014,123,149,161,161,166,123,126,1454,1437,13
2014,-130,-118,-108,-84,-115,-132,-143,1458,1110,-13
2014,167,166,170,170,173,166,161,1451,1112,15
2014,25,23,25,15,4,18,23,1304,1124,5
2014,106,107,108,106,115,95,96,1418,1166,11
2014,-15,5,5,-3,1,-15,-17,1211,1329,-1
2014,65,82,70,51,72,76,92,1300,1235,11
2014,99,125,137,116,133,113,109,1184,1242,13
2014,14,33,22,26,27,24,20,1243,1246,1
2014,8,-3,-5,-1,-18,-6,2,1272,1203,-1
2014,-75,-89,-82,-89,-86,-86,-79,1181,1273,-11
2014,10,18,18,23,14,8,7,1344,1314,5
2014,1,51,59,43,96,11,25,1372,1433,7
2014,-22,-1,-2,-8,-13,-18,-21,1307,1390,-3
2014,-28,15,22,39,49,-20,-23,1269,1397,-5
2014,-69,-71,-56,-47,-56,-84,-67,1417,1409,-9
2014,199,203,219,218,197,202,179,1157,1438,15
2014,-219,-176,-163,-161,-200,-194,-227,1455,1142,-15
2014,-16,-24,-20,-19,-10,-14,-22,1437,1163,-5
2014,39,36,39,37,35,47,32,1173,1393,8
2014,29,14,17,13,16,22,30,1338,1196,8
2014,-7,-33,-34,-32,-48,-17,-7,1257,1387,-1
2014,16,23,29,22,48,16,17,1400,1276,5
2014,18,29,27,23,32,25,35,1217,1277,8
2014,39,41,43,32,30,49,44,1295,1361,8
2014,19,14,21,17,23,22,20,1332,1458,5
2014,-21,-19,-20,-18,-20,-19,-18,1112,1211,-7
2014,-15,-24,-18,-22,-17,-10,-18,1166,1124,-3
2014,-19,-13,-14,-2,1,-22,-23,1235,1314,-3
2014,32,5,6,12,14,23,19,1246,1455,7
2014,33,28,27,28,28,26,33,1390,1242,8
2014,-37,-72,-64,-84,-79,-47,-45,1397,1273,-3
2014,5,60,67,37,102,26,34,1372,1417,8
2014,30,36,36,36,36,22,26,1272,1438,7
2014,-3,-21,-21,-20,-26,-7,-9,1112,1361,-3
2014,3,22,25,15,15,18,2,1173,1390,1
2014,15,9,12,15,9,16,14,1417,1196,3
2014,-14,-21,-20,-18,-18,-19,-21,1458,1124,-4
2014,11,15,11,3,-4,13,20,1163,1235,4
2014,22,14,16,15,25,12,6,1246,1257,4
2014,-43,-12,-15,4,-8,-45,-35,1276,1397,-9
2014,-9,-3,-3,-6,-2,-5,-3,1438,1277,-3
2014,42,51,55,48,54,55,39,1173,1196,10
2014,10,8,8,12,5,4,5,1458,1112,1
2014,4,19,16,16,11,7,14,1163,1277,3
2014,-23,-3,-8,-2,-19,-17,-9,1276,1246,-6
2014,18,26,21,23,14,17,25,1163,1196,6
2014,20,7,9,4,17,18,15,1246,1458,6
2014,13,-13,-6,-9,10,7,-4,1246,1163,1
2015,-87,-94,-107,-104,-141,-113,-99,1264,1214,0
2015,20,14,15,13,22,19,17,1279,1140,0
2015,-3,-13,3,1,14,-8,-20,1173,1129,0
2015,26,39,40,46,24,54,3,1352,1316,0
2015,125,201,200,205,265,143,147,1411,1112,13
2015,24,68,67,61,94,35,44,1459,1116,7
2015,10,2,1,-3,-5,10,11,1400,1139,5
2015,-6,-9,-17,15,-18,-17,3,1345,1153,1
2015,-45,-112,-101,-114,-158,-73,-73,1207,1186,-9
2015,58,66,64,56,73,78,79,1209,1124,11
2015,-251,-248,-265,-249,-239,-266,-256,1246,1214,-15
2015,5,4,11,5,25,4,-1,1261,1301,1
2015,-52,-72,-76,-62,-70,-56,-49,1314,1217,-9
2015,-89,-108,-115,-110,-131,-91,-88,1323,1318,-11
2015,-11,13,14,9,25,-2,-13,1433,1326,-3
2015,136,136,133,108,118,137,129,1412,1235,11
2015,-31,-10,-18,-22,-4,-22,-35,1374,1417,-5
2015,-4,-43,-29,-27,-60,-19,-19,1428,1372,-7
2015,-136,-162,-170,-190,-188,-159,-128,1437,1248,-15
2015,26,21,25,18,18,20,21,1279,1462,5
2015,-13,-17,-20,-12,-41,-13,-4,1344,1173,-5
2015,-169,-171,-178,-166,-160,-192,-159,1181,1352,-15
2015,101,157,147,145,150,114,106,1295,1211,13
2015,5,-4,-6,-8,-20,-2,5,1234,1172,-3
2015,109,106,96,77,96,123,119,1308,1242,13
2015,-90,-88,-82,-76,-90,-98,-92,1257,1414,-9
2015,-32,-45,-40,-30,-55,-38,-36,1268,1434,-9
2015,13,19,21,19,25,9,9,1208,1277,3
2015,-47,-78,-76,-90,-66,-54,-54,1320,1461,-7
2015,77,119,117,123,133,86,82,1107,1328,11
2015,16,-4,-10,-9,13,12,20,1329,1332,1
2015,2,1,3,15,13,-7,-1,1385,1361,1
2015,112,130,147,145,125,127,116,1125,1438,13
2015,30,38,40,29,42,40,35,1138,1452,7
2015,-39,-25,-22,-39,-17,-30,-36,1455,1231,-3
2015,119,131,143,145,161,143,141,1157,1458,15
2015,26,15,13,19,15,20,28,1326,1112,8
2015,51,49,49,33,49,58,42,1153,1246,7
2015,-38,-29,-26,-33,-18,-38,-38,1437,1301,-7
2015,3,14,16,13,17,6,4,1116,1314,1
2015,-19,-9,-12,-13,-17,-14,-18,1323,1139,-3
2015,-98,-106,-97,-80,-102,-103,-88,1417,1412,-3
2015,-6,-8,-11,-14,-16,-1,1,1428,1207,1
2015,-39,-56,-52,-45,-59,-58,-58,1462,1209,-8
2015,26,34,30,20,35,32,25,1361,1181,7
2015,-28,-18,-17,-18,-8,-23,-28,1211,1234,-5
2015,3,-13,-7,6,-18,2,2,1257,1320,-1
2015,-22,-10,-13,-13,-8,-21,-22,1438,1277,-5
2015,-19,-30,-35,-31,-50,-24,-9,1328,1173,-8
2015,10,-8,-8,-8,-1,8,9,1452,1268,1
2015,-5,-13,-8,-3,-4,-7,-10,1242,1455,-5
2015,23,35,42,43,40,22,22,1332,1458,7
2015,-28,-22,-22,-24,-31,-28,-27,1112,1462,-4
2015,20,18,18,24,27,17,19,1452,1246,4
2015,6,10,10,4,11,8,8,1455,1323,4
2015,-10,-6,-7,-13,-4,-9,-11,1458,1314,-3
2015,16,5,7,1,5,15,18,1428,1181,4
2015,44,35,40,35,18,39,43,1417,1211,9
2015,-27,-18,-17,-20,-9,-26,-25,1257,1301,-4
2015,-8,-3,-3,-8,-2,-7,-7,1328,1277,-4
2015,7,10,7,9,6,7,8,1323,1246,2
2015,2,-1,2,-1,-2,3,3,1112,1458,1
2015,-2,-2,-2,1,-4,-1,-3,1181,1211,-1
2015,12,1,1,-1,1,10,11,1277,1257,3
2015,-21,-11,-11,-10,-9,-19,-21,1181,1277,-6
2015,-4,-2,-1,-2,-1,-3,-2,1246,1458,0
2015,-1,2,3,4,2,1,2,1181,1458,0
2016,-20,-72,-85,-89,-48,-49,-42,1195,1192,0
2016,18,-2,-2,15,10,2,12,1435,1455,0
2016,55,57,26,42,-54,66,54,1221,1380,0
2016,29,13,29,2,28,25,16,1409,1276,0
2016,9,57,62,37,103,25,27,1114,1345,7
2016,-1,-7,-16,-2,-24,3,2,1139,1403,1
2016,9,-21,-21,-30,-23,-7,10,1163,1160,1
2016,-26,-63,-73,-52,-85,-48,-28,1181,1423,-9
2016,-26,-2,7,-2,7,-7,-24,1371,1211,-5
2016,-9,-81,-98,-93,-114,-35,-28,1231,1151,-7
2016,-81,-84,-76,-54,-52,-78,-76,1235,1233,-9
2016,190,210,217,210,227,208,209,1122,1242,15
2016,-53,-85,-88,-84,-100,-73,-72,1246,1392,-9
2016,99,120,120,117,96,119,97,1138,1274,11
2016,-199,-181,-178,-170,-196,-192,-178,1314,1195,-15
2016,17,-3,-1,3,3,14,14,1425,1344,-1
2016,-58,-82,-74,-76,-78,-62,-57,1428,1201,-11
2016,-164,-233,-231,-220,-232,-179,-161,1438,1214,-15
2016,-35,-10,-13,4,-7,-26,-29,1112,1455,-5
2016,38,30,32,14,28,35,49,1463,1124,7
2016,-19,-50,-42,-40,-63,-26,-30,1143,1218,-9
2016,20,60,66,66,55,21,27,1396,1234,3
2016,34,63,66,57,90,60,31,1355,1268,7
2016,-93,-130,-114,-120,-115,-95,-87,1277,1292,-13
2016,-64,-57,-42,-47,-29,-61,-60,1400,1320,-5
2016,-11,-20,-2,-17,-8,-7,-17,1323,1276,-5
2016,-104,-103,-107,-87,-119,-108,-114,1328,1167,-13
2016,-245,-274,-253,-259,-218,-260,-257,1332,1221,-15
2016,-54,-49,-51,-27,-25,-73,-72,1452,1372,-11
2016,26,-1,-9,-6,-6,11,33,1153,1386,1
2016,39,-2,-7,-13,-16,16,43,1393,1173,3
2016,-86,-107,-105,-100,-102,-92,-106,1401,1453,-11
2016,15,-23,-19,-25,-32,11,-2,1433,1333,3
2016,134,112,134,111,130,136,140,1421,1437,13
2016,-3,1,-2,13,9,-4,-3,1338,1458,3
2016,-115,-124,-121,-117,-174,-107,-109,1462,1451,-13
2016,-28,-39,-40,-16,-33,-39,-55,1181,1463,-8
2016,-28,-4,4,1,-5,-16,-29,1428,1211,-8
2016,5,7,3,7,4,5,12,1231,1246,1
2016,-13,-47,-50,-29,-81,-16,-21,1235,1114,-8
2016,-40,-28,-27,-24,-25,-32,-39,1242,1163,-8
2016,37,16,12,-1,-1,39,36,1455,1274,8
2016,15,43,41,42,42,27,24,1344,1314,8
2016,21,28,26,38,27,35,29,1139,1438,8
2016,-22,-52,-49,-38,-65,-37,-28,1268,1218,-8
2016,28,24,22,-6,1,52,51,1372,1323,8
2016,47,26,32,27,19,49,29,1433,1328,8
2016,17,24,26,28,30,21,14,1386,1332,7
2016,-31,-92,-76,-82,-83,-48,-34,1393,1292,-5
2016,63,71,56,60,54,68,74,1320,1401,8
2016,-35,-16,-14,-15,-19,-20,-29,1437,1234,-5
2016,-44,-22,-22,-17,-16,-34,-39,1462,1458,-5
2016,-17,-19,-19,-22,-19,-14,-22,1242,1268,-4
2016,-22,-9,-10,-9,1,-11,-6,1328,1401,-1
2016,21,1,1,13,9,9,17,1181,1332,3
2016,-9,-6,-8,-8,-9,-5,-7,1437,1274,-1
2016,-17,-12,-8,-10,-6,-17,-20,1314,1231,-4
2016,-13,-3,-1,7,5,-14,-12,1323,1458,-1
2016,29,12,18,13,11,23,22,1393,1211,-1
2016,7,15,17,16,24,17,19,1235,1438,3
2016,-2,-6,-8,-1,3,-3,4,1328,1332,1
2016,1,4,4,4,5,4,1,1437,1242,1
2016,27,28,32,35,32,26,28,1323,1314,5
2016,58,36,36,39,29,46,55,1393,1438,9
2016,60,37,37,37,30,48,57,1393,1314,9
2016,-2,-2,-2,-3,-6,-1,-5,1437,1328,0
2016,-5,2,2,1,4,3,-2,1437,1314,1
2017,-11,-6,1,1,-3,4,-7,1448,1243,0
2017,57,18,8,35,-52,15,36,1291,1309,0
2017,-21,-55,-21,-66,-4,21,9,1300,1413,0
2017,-14,-1,-3,5,6,-8,-14,1425,1344,0
2017,136,135,158,153,135,145,144,1315,1112,13
2017,48,76,88,86,112,72,55,1457,1139,9
2017,40,63,67,55,82,49,43,1190,1196,9
2017,65,84,93,89,85,67,73,1195,1199,11
2017,178,189,179,186,168,175,180,1355,1211,15
2017,-18,-28,-40,-38,-42,-32,-5,1235,1305,-7
2017,-8,-22,-27,-15,-29,-14,-19,1278,1292,-7
2017,16,-5,4,-5,-5,16,7,1435,1321,1
2017,-42,-44,-51,-34,-48,-50,-45,1323,1343,-7
2017,25,55,63,48,58,32,33,1436,1345,9
2017,-35,-18,-25,-38,-24,-21,-12,1388,1433,-3
2017,196,206,214,211,164,197,189,1291,1437,15
2017,14,50,59,53,69,23,13,1423,1438,7
2017,64,68,90,75,65,65,58,1137,1452,9
2017,-5,-17,-30,-21,-20,-6,-5,1458,1439,-1
2017,-11,-9,10,5,15,-5,-14,1268,1462,-5
2017,-4,-13,-12,-15,6,-1,-15,1116,1371,-1
2017,-45,-73,-83,-75,-157,-65,-45,1124,1308,-11
2017,34,16,13,7,12,19,36,1243,1153,5
2017,-136,-124,-153,-118,-152,-138,-147,1181,1407,-13
2017,-189,-210,-194,-208,-206,-171,-167,1242,1413,-15
2017,-101,-135,-148,-143,-155,-112,-102,1246,1297,-13
2017,146,178,179,152,217,153,171,1240,1257,13
2017,-11,-3,-1,-3,-10,-1,-15,1276,1329,-3
2017,-17,-13,-8,-11,-4,-19,-14,1274,1277,-1
2017,-128,-193,-201,-204,-200,-152,-146,1314,1411,-15
2017,-102,-105,-110,-102,-76,-112,-103,1332,1233,-11
2017,-26,-14,-21,-10,-4,-27,-21,1166,1348,-5
2017,-2,4,1,3,21,-8,-10,1376,1266,-3
2017,-132,-119,-123,-123,-122,-112,-115,1417,1245,-11
2017,-21,-36,-36,-50,-43,-30,-22,1374,1425,-5
2017,6,20,29,28,36,18,6,1173,1455,-3
2017,-8,-8,-7,6,-5,-18,-14,1112,1388,-5
2017,14,28,34,22,43,21,25,1292,1139,8
2017,-6,-3,1,2,4,-2,-11,1196,1438,-1
2017,35,37,38,38,44,31,34,1321,1211,7
2017,5,8,4,2,-2,-4,10,1235,1345,1
2017,3,-15,-18,-20,-12,1,1,1452,1323,-1
2017,22,20,15,21,17,23,27,1458,1437,7
2017,-24,-28,-12,-21,-12,-19,-24,1199,1462,-8
2017,-19,-40,-41,-48,-32,-33,-24,1124,1425,-8
